symbol	id	ensg	Entrez.ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	entrez
ACSM3	ENSG00000005187_ACSM3	ENSG00000005187	6296	64.7379576	-2.673101679	0.823726209	-3.245133697	0.001173955	0.022642317	6296
ACSM4	ENSG00000215009_ACSM4	ENSG00000215009	341392	46.3930297	-2.733586931	0.952330045	-2.870419708	0.004099273	0.050385184	341392
ACSM5	ENSG00000183549_ACSM5	ENSG00000183549	54988	17.78717896	-2.34474586	1.352502734	-1.733634839	0.082982895	0.29261887	54988
ACSM6	ENSG00000173124_ACSM6	ENSG00000173124	142827	197.8668321	-2.737510185	0.559602945	-4.891879523	9.99e-07	9.28e-05	142827
ACSS1	ENSG00000154930_ACSS1	ENSG00000154930	84532	915.45283	-0.939310981	0.375594643	-2.500863625	0.012389088	0.099850728	84532
ACSS2	ENSG00000131069_ACSS2	ENSG00000131069	55902	1140.808423	0.860353904	0.39305066	2.188913519	0.028603126	0.163689493	55902
ACSS3	ENSG00000111058_ACSS3	ENSG00000111058	79611	171.0353606	-2.794162196	0.814249454	-3.431580067	0.000600076	0.01404758	79611
ACTA1	ENSG00000143632_ACTA1	ENSG00000143632	58	32.03410903	1.182927663	0.737839591	1.603231485	0.108883557	0.341069172	58
ACTA2	ENSG00000107796_ACTA2	ENSG00000107796	59	7899.020418	-0.764187228	0.704006697	-1.085482896	0.277707835	0.560841199	59
ACTB	ENSG00000075624_ACTB	ENSG00000075624	60	95610.80637	0.811505844	0.275929929	2.940985226	0.003271701	0.043616729	60
ACTBL2	ENSG00000169067_ACTBL2	ENSG00000169067	345651	17.81213943	1.392349378	1.555132531	0.895325222	0.370613261	0.644240341	345651
ACTC1	ENSG00000159251_ACTC1	ENSG00000159251	70	597.1144097	-2.02924219	1.09165324	-1.858870671	0.063045472	0.252080706	70
ACTG1	ENSG00000184009_ACTG1	ENSG00000184009	71	48265.97082	1.138768301	0.30742667	3.704194898	0.000212063	0.006658639	71
ACTG1P17	ENSG00000259315_ACTG1P17	ENSG00000259315	283693	11.31834306	-2.294434166	1.007893794	-2.276464226	0.022818239	0.142083115	283693
ACTG1P20	ENSG00000241547_ACTG1P20	ENSG00000241547	644961	111.2199426	0.736670542	0.416273122	1.769680779	0.076780334	0.280587515	644961
ACTG2	ENSG00000163017_ACTG2	ENSG00000163017	72	5054.826742	-1.403830574	1.188760837	-1.180919265	0.237634797	0.519936112	72
ACTL10	ENSG00000182584_ACTL10	ENSG00000182584	170487	136.1732521	-0.255910202	0.656510315	-0.389803779	0.696681649	0.863630437	170487
ACTL6A	ENSG00000136518_ACTL6A	ENSG00000136518	86	1067.278796	0.842473927	0.35609805	2.36584819	0.017988819	0.123924378	86
ACTL8	ENSG00000117148_ACTL8	ENSG00000117148	81569	11.08197293	1.802998975	2.882849917	0.625422421	0.53169385	0.763025322	81569
ACTN1	ENSG00000072110_ACTN1	ENSG00000072110	87	10842.01917	0.950922707	0.491620719	1.934260845	0.053081065	0.230630531	87
ACTN2	ENSG00000077522_ACTN2	ENSG00000077522	88	59.53556799	-1.720777741	1.088196482	-1.581311618	0.113806804	0.349264571	88
ACTN3	ENSG00000248746_ACTN3	ENSG00000248746	89	23.07785841	-2.789058361	1.241268515	-2.246942002	0.024643734	0.148914517	89
ACTN4	ENSG00000130402_ACTN4	ENSG00000130402	81	12648.64268	0.807386245	0.360197676	2.241508758	0.024993139	0.1501016	81
ACTR10	ENSG00000131966_ACTR10	ENSG00000131966	55860	952.3639705	0.420192314	0.254090491	1.653711294	0.098186187	0.322439022	55860
ACTR1A	ENSG00000138107_ACTR1A	ENSG00000138107	10121	1816.234167	0.380122847	0.334308032	1.137043718	0.25552001	0.537924566	10121
ACTR1B	ENSG00000115073_ACTR1B	ENSG00000115073	10120	881.6906138	-0.130533491	0.223379649	-0.584357131	0.558980063	0.781493287	10120
ACTR2	ENSG00000138071_ACTR2	ENSG00000138071	10097	7467.366474	0.31201469	0.30241204	1.031753532	0.302187593	0.583892768	10097
ACTR3	ENSG00000115091_ACTR3	ENSG00000115091	10096	5922.31458	0.474828298	0.313103162	1.516523483	0.129387037	0.374562851	10096
ACTR3B	ENSG00000133627_ACTR3B	ENSG00000133627	57180	250.3635508	-0.200400354	0.483808678	-0.414214055	0.67871735	0.853499127	57180
ACTR3C	ENSG00000106526_ACTR3C	ENSG00000106526	653857	188.4230027	-1.007872773	0.599427671	-1.681391803	0.092686837	0.312008378	653857
ACTR5	ENSG00000101442_ACTR5	ENSG00000101442	79913	340.907021	0.371540395	0.307487165	1.208311881	0.22692732	0.506987208	79913
ACTR6	ENSG00000075089_ACTR6	ENSG00000075089	64431	435.150174	-0.189896556	0.318505239	-0.596211718	0.551033799	0.776757979	64431
ACTR8	ENSG00000113812_ACTR8	ENSG00000113812	93973	615.310936	-0.234288756	0.390639037	-0.599757665	0.548667751	0.77520957	93973
ACTRT3	ENSG00000184378_ACTRT3	ENSG00000184378	84517	52.28212683	0.51674304	0.675709143	0.764741821	0.444425298	0.701623808	84517
ACVR1	ENSG00000115170_ACVR1	ENSG00000115170	90	1122.731964	0.732860586	0.459912301	1.593478984	0.111052779	0.344585839	90
ACVR1B	ENSG00000135503_ACVR1B	ENSG00000135503	91	1259.560168	0.433586185	0.367471704	1.179917201	0.238033148	0.520229234	91
ACVR1C	ENSG00000123612_ACVR1C	ENSG00000123612	130399	407.3200208	1.191941634	0.798252079	1.493189513	0.135387586	0.384418393	130399
ACVR2A	ENSG00000121989_ACVR2A	ENSG00000121989	92	771.3619235	-0.826975937	0.303904302	-2.721172196	0.006505087	0.068123844	92
ACVR2B	ENSG00000114739_ACVR2B	ENSG00000114739	93	805.9463577	0.328629942	0.401738181	0.818020187	0.413345661	0.677374435	93
ACVR2B-AS1	ENSG00000229589_ACVR2B-AS1	ENSG00000229589	100128640	36.07682678	-1.33134693	0.786340706	-1.69309171	0.090438012	0.307532697	100128640
ACVRL1	ENSG00000139567_ACVRL1	ENSG00000139567	94	451.8307596	-0.395192625	0.420607785	-0.939575156	0.347435525	0.625870256	94
ACY1	ENSG00000243989_ACY1	ENSG00000243989	95	16.92016252	0.523339393	1.562816554	0.334869369	0.73772363	0.885208106	95
ACY3	ENSG00000132744_ACY3	ENSG00000132744	91703	32.02638922	-0.234562826	1.17457893	-0.199699501	0.841715604	0.935506867	91703
ACYP1	ENSG00000119640_ACYP1	ENSG00000119640	97	162.8381383	-0.738076392	0.430197915	-1.715667061	0.086222997	0.299694308	97
ACYP2	ENSG00000170634_ACYP2	ENSG00000170634	98	96.72742427	-0.109294942	0.425538452	-0.256839168	0.797302932	0.917042125	98
ADA	ENSG00000196839_ADA	ENSG00000196839	100	396.4886026	1.17210275	0.497117106	2.357800074	0.018383591	0.125188034	100
ADAD2	ENSG00000140955_ADAD2	ENSG00000140955	161931	101.6103729	0.75113034	1.069905306	0.702053104	0.482646047	0.728324309	161931
ADAL	ENSG00000168803_ADAL	ENSG00000168803	161823	184.308096	-0.51826715	0.448198139	-1.156334901	0.247544198	0.529260196	161823
ADAM10	ENSG00000137845_ADAM10	ENSG00000137845	102	5912.351397	-0.240231922	0.4544378	-0.528635431	0.597058377	0.80618435	102
ADAM11	ENSG00000073670_ADAM11	ENSG00000073670	4185	62.02095572	-1.177019175	0.756141439	-1.556612446	0.119562527	0.358298127	4185
ADAM12	ENSG00000148848_ADAM12	ENSG00000148848	8038	2110.442445	1.115906929	0.46487755	2.400431963	0.016375735	0.117625948	8038
ADAM15	ENSG00000143537_ADAM15	ENSG00000143537	8751	3615.292319	0.158803629	0.397741335	0.399263579	0.689699	0.859540075	8751
ADAM17	ENSG00000151694_ADAM17	ENSG00000151694	6868	2705.599636	0.30929355	0.375105921	0.8245499	0.409627175	0.675249957	6868
ADAM19	ENSG00000135074_ADAM19	ENSG00000135074	8728	4642.748409	0.172314521	0.59326877	0.290449338	0.771472504	0.903915822	8728
ADAM1A	ENSG00000229186_ADAM1A	ENSG00000229186	8759	144.1328317	-2.004115876	0.494066764	-4.05636651	4.98e-05	0.002188767	8759
ADAM2	ENSG00000104755_ADAM2	ENSG00000104755	2515	39.35634065	0.550650127	1.228829313	0.448109531	0.65407415	0.838988212	2515
ADAM20	ENSG00000134007_ADAM20	ENSG00000134007	8748	295.9719461	-0.257703822	0.500309133	-0.515089181	0.606490703	0.811594831	8748
ADAM20P1	ENSG00000259158_ADAM20P1	ENSG00000259158	317760	96.56421241	-0.126136133	1.001931992	-0.125892909	0.899816696	0.96008276	317760
ADAM21	ENSG00000139985_ADAM21	ENSG00000139985	8747	154.9925294	-0.619644292	0.486173332	-1.27453369	0.202474341	0.47750934	8747
ADAM21P1	ENSG00000235812_ADAM21P1	ENSG00000235812	145241	23.77752517	-0.220294986	0.865711265	-0.254467043	0.799134762	0.91794054	145241
ADAM22	ENSG00000008277_ADAM22	ENSG00000008277	53616	231.1361629	-2.554468948	0.599703243	-4.259554999	2.05e-05	0.001089292	53616
ADAM23	ENSG00000114948_ADAM23	ENSG00000114948	8745	300.1563721	0.805342092	0.679291554	1.185561762	0.23579541	0.518417439	8745
ADAM28	ENSG00000042980_ADAM28	ENSG00000042980	10863	1106.271002	-0.790511937	0.575618585	-1.373325944	0.169651041	0.433725849	10863
ADAM32	ENSG00000197140_ADAM32	ENSG00000197140	203102	91.9421004	-0.242441964	0.63203105	-0.383591856	0.701280977	0.86595763	203102
ADAM33	ENSG00000149451_ADAM33	ENSG00000149451	80332	944.2903499	-1.39550849	0.969159822	-1.439915747	0.149891237	0.404754735	80332
ADAM7	ENSG00000069206_ADAM7	ENSG00000069206	8756	10.91592036	1.664861733	1.748117828	0.952373865	0.340907409	0.619952484	8756
ADAM8	ENSG00000151651_ADAM8	ENSG00000151651	101	1566.064632	-0.008964119	0.516504324	-0.017355362	0.98615312	0.994204011	101
ADAM9	ENSG00000168615_ADAM9	ENSG00000168615	8754	5087.245093	0.655312013	0.375882319	1.743396747	0.081264336	0.28916337	8754
ADAMDEC1	ENSG00000134028_ADAMDEC1	ENSG00000134028	27299	226.34878	0.11376428	0.703339851	0.161748663	0.871503782	0.947958174	27299
ADAMTS1	ENSG00000154734_ADAMTS1	ENSG00000154734	9510	3547.561011	-1.00927879	0.730924839	-1.380824315	0.167332985	0.430810596	9510
ADAMTS10	ENSG00000142303_ADAMTS10	ENSG00000142303	81794	473.0633602	0.055374493	0.596807816	0.092784464	0.926074794	0.969656644	81794
ADAMTS12	ENSG00000151388_ADAMTS12	ENSG00000151388	81792	1167.808605	1.613926437	0.553458506	2.916074864	0.003544654	0.045963101	81792
ADAMTS13	ENSG00000160323_ADAMTS13	ENSG00000160323	11093	208.6757099	-0.587801899	0.56688775	-1.036892928	0.29978576	0.581494623	11093
ADAMTS14	ENSG00000138316_ADAMTS14	ENSG00000138316	140766	1416.250786	1.371531789	0.570691393	2.403281011	0.016248696	0.117261632	140766
ADAMTS15	ENSG00000166106_ADAMTS15	ENSG00000166106	170689	327.3247708	1.904222458	1.094590937	1.739665837	0.081917711	0.290405782	170689
ADAMTS16	ENSG00000145536_ADAMTS16	ENSG00000145536	170690	233.9178264	0.199488905	1.064008241	0.187488121	0.851277937	0.938107423	170690
ADAMTS17	ENSG00000140470_ADAMTS17	ENSG00000140470	170691	182.8813734	-0.293432984	0.657049812	-0.446591687	0.655169899	0.839435008	170691
ADAMTS18	ENSG00000140873_ADAMTS18	ENSG00000140873	170692	52.33828457	-0.243410955	0.888740369	-0.273883086	0.78417447	0.911308806	170692
ADAMTS19	ENSG00000145808_ADAMTS19	ENSG00000145808	171019	39.81282462	-2.089608066	0.922750928	-2.26454182	0.023540811	0.144833306	171019
ADAMTS2	ENSG00000087116_ADAMTS2	ENSG00000087116	9509	2756.034994	1.347482252	0.582741685	2.312314848	0.020760339	0.134411435	9509
ADAMTS20	ENSG00000173157_ADAMTS20	ENSG00000173157	80070	461.7768795	3.295193694	0.748275135	4.403719355	1.06e-05	0.000648329	80070
ADAMTS3	ENSG00000156140_ADAMTS3	ENSG00000156140	9508	91.74809913	-0.212328378	0.798503662	-0.265907833	0.790310193	0.914233222	9508
ADAMTS4	ENSG00000158859_ADAMTS4	ENSG00000158859	9507	1712.488852	0.209831401	0.643267762	0.326196047	0.744276032	0.888572475	9507
ADAMTS5	ENSG00000154736_ADAMTS5	ENSG00000154736	11096	520.5221965	-0.597374454	0.728992474	-0.819452155	0.412528489	0.676757293	11096
ADAMTS6	ENSG00000049192_ADAMTS6	ENSG00000049192	11174	641.1902023	0.293112865	0.661446341	0.443139294	0.657664985	0.840758405	11174
ADAMTS7	ENSG00000136378_ADAMTS7	ENSG00000136378	11173	878.5640873	-0.565622525	0.580738637	-0.973970885	0.330070995	0.611242551	11173
ADAMTS7P1	ENSG00000274376_ADAMTS7P1	ENSG00000274376	390660	20.37369803	-1.279765113	1.091432657	-1.172555269	0.240974196	0.522068199	390660
ADAMTS8	ENSG00000134917_ADAMTS8	ENSG00000134917	11095	146.1827992	-2.238568279	0.876451802	-2.554125935	0.010645475	0.091305852	11095
ADAMTS9	ENSG00000163638_ADAMTS9	ENSG00000163638	56999	1748.315822	-1.070718809	0.635151661	-1.68576873	0.091840353	0.310294252	56999
ADAMTS9-AS2	ENSG00000241684_ADAMTS9-AS2	ENSG00000241684	100507098	50.25299023	-1.697423285	0.957014883	-1.77366446	0.076118668	0.279026428	100507098
ADAMTSL1	ENSG00000178031_ADAMTSL1	ENSG00000178031	92949	305.7498455	-0.308846843	0.854349833	-0.361499272	0.717726249	0.875455254	92949
ADAMTSL2	ENSG00000197859_ADAMTSL2	ENSG00000197859	9719	77.96353177	-1.11600198	0.484855824	-2.301719245	0.02135101	0.136658345	9719
ADAMTSL3	ENSG00000156218_ADAMTSL3	ENSG00000156218	57188	280.9948602	-2.816486344	0.948484865	-2.969458393	0.002983252	0.041521814	57188
ADAMTSL4	ENSG00000143382_ADAMTSL4	ENSG00000143382	54507	5404.882745	-0.002619134	0.463560915	-0.005650032	0.995491951	0.997932546	54507
ADAMTSL5	ENSG00000185761_ADAMTSL5	ENSG00000185761	339366	242.3068302	1.796800022	0.852329558	2.108104787	0.035021926	0.183433944	339366
ADAP1	ENSG00000105963_ADAP1	ENSG00000105963	11033	187.8601885	-1.547131662	0.507691416	-3.047385897	0.002308411	0.034721784	11033
ADAP2	ENSG00000184060_ADAP2	ENSG00000184060	55803	560.4453782	-0.579938636	0.451126254	-1.285535103	0.198605358	0.473114784	55803
ADAR	ENSG00000160710_ADAR	ENSG00000160710	103	12481.69527	-0.160290301	0.237103383	-0.676035485	0.499018116	0.740180035	103
ADARB1	ENSG00000197381_ADARB1	ENSG00000197381	104	1825.095731	0.114681678	0.452264672	0.253572045	0.799826196	0.918054304	104
ADARB2	ENSG00000185736_ADARB2	ENSG00000185736	105	12.14769364	-2.860315834	1.571938709	-1.81961028	0.068818375	0.26457545	105
ADAT1	ENSG00000065457_ADAT1	ENSG00000065457	23536	925.0439001	-0.132074531	0.347756245	-0.379790536	0.704100908	0.867801967	23536
ADAT2	ENSG00000189007_ADAT2	ENSG00000189007	134637	615.7115573	0.350343385	0.414677329	0.844857821	0.398190226	0.666003106	134637
ADAT3	ENSG00000213638_ADAT3	ENSG00000213638	113179	197.4670983	0.663229278	0.497190578	1.333953835	0.182218987	0.44986421	113179
ADCK1	ENSG00000063761_ADCK1	ENSG00000063761	57143	231.5573587	-0.206901468	0.333880809	-0.619686616	0.535464129	0.765437082	57143
ADCK2	ENSG00000133597_ADCK2	ENSG00000133597	90956	687.1426989	0.295307766	0.399412999	0.739354418	0.459691813	0.712700485	90956
ADCK5	ENSG00000173137_ADCK5	ENSG00000173137	203054	385.5399045	0.631296118	0.461055291	1.369241674	0.170923743	0.435836596	203054
ADCY1	ENSG00000164742_ADCY1	ENSG00000164742	107	176.1524867	-1.634275644	0.811846952	-2.013034157	0.044111036	0.20902474	107
ADCY10	ENSG00000143199_ADCY10	ENSG00000143199	55811	81.41053599	0.363396151	0.626995706	0.579583157	0.562195754	0.783726181	55811
ADCY10P1	ENSG00000161912_ADCY10P1	ENSG00000161912	221442	120.2169916	-0.670370535	0.626328329	-1.070318082	0.284476158	0.567471955	221442
ADCY2	ENSG00000078295_ADCY2	ENSG00000078295	108	89.11208959	-3.149866123	0.908988645	-3.465242542	0.000529753	0.012835513	108
ADCY3	ENSG00000138031_ADCY3	ENSG00000138031	109	1897.370032	-0.069507531	0.461280064	-0.150684013	0.880224985	0.952098038	109
ADCY4	ENSG00000129467_ADCY4	ENSG00000129467	196883	472.1147519	-0.947212189	0.496364361	-1.908300161	0.056352432	0.237458837	196883
ADCY5	ENSG00000173175_ADCY5	ENSG00000173175	111	348.1261978	-2.009565398	0.907184407	-2.215167481	0.026748571	0.156943146	111
ADCY6	ENSG00000174233_ADCY6	ENSG00000174233	112	1261.3737	-0.954994753	0.47215753	-2.022618917	0.043112452	0.206634312	112
ADCY7	ENSG00000121281_ADCY7	ENSG00000121281	113	2864.69663	0.559383461	0.46730442	1.197042948	0.231289815	0.512800651	113
ADCY8	ENSG00000155897_ADCY8	ENSG00000155897	114	13.69449339	-0.793854847	1.889141357	-0.420219929	0.674324797	0.851466941	114
ADCY9	ENSG00000162104_ADCY9	ENSG00000162104	115	1079.589671	0.880808378	0.509254031	1.729605116	0.083700851	0.294023609	115
ADCYAP1	ENSG00000141433_ADCYAP1	ENSG00000141433	116	88.47619342	0.486109832	1.199133748	0.405384164	0.68519515	0.857439462	116
ADCYAP1R1	ENSG00000078549_ADCYAP1R1	ENSG00000078549	117	31.359143	0.374778073	1.182118019	0.317039472	0.751213651	0.89303083	117
ADD1	ENSG00000087274_ADD1	ENSG00000087274	118	5471.368333	0.115120875	0.254082902	0.453083912	0.650488319	0.837226341	118
ADD2	ENSG00000075340_ADD2	ENSG00000075340	119	134.1968151	-1.17700104	1.055923895	-1.114664651	0.264994154	0.54729847	119
ADD3	ENSG00000148700_ADD3	ENSG00000148700	120	2547.599159	-0.207037634	0.366435026	-0.565005034	0.57207034	0.790735666	120
ADGB	ENSG00000118492_ADGB	ENSG00000118492	79747	18.5738239	-1.446025042	1.432416433	-1.009500455	0.312734683	0.594946048	79747
ADGRA2	ENSG00000020181_ADGRA2	ENSG00000020181	25960	1962.768716	-0.113946903	0.547879511	-0.207978032	0.83524612	0.932930323	25960
ADGRA3	ENSG00000152990_ADGRA3	ENSG00000152990	166647	1367.181954	0.043428707	0.405131366	0.107196605	0.914633009	0.965889852	166647
ADGRB1	ENSG00000181790_ADGRB1	ENSG00000181790	575	107.7660151	1.333144656	0.829875961	1.606438454	0.108177607	0.339919894	575
ADGRB2	ENSG00000121753_ADGRB2	ENSG00000121753	576	211.7910364	-1.272008204	0.804108554	-1.581886174	0.113675558	0.349012225	576
ADGRB3	ENSG00000135298_ADGRB3	ENSG00000135298	577	117.6431538	-2.304868856	0.638581052	-3.609359925	0.000306953	0.008717439	577
ADGRD1	ENSG00000111452_ADGRD1	ENSG00000111452	283383	393.8294799	-1.635193445	0.884675721	-1.848353478	0.064551224	0.255395376	283383
ADGRE1	ENSG00000174837_ADGRE1	ENSG00000174837	2015	69.85500643	-0.150258537	0.570342534	-0.26345315	0.792201329	0.915086211	2015
ADGRE2	ENSG00000127507_ADGRE2	ENSG00000127507	30817	1138.056323	0.774108605	0.562885182	1.375251346	0.169053535	0.433349824	30817
ADGRE3	ENSG00000131355_ADGRE3	ENSG00000131355	84658	39.40610033	0.375275271	0.764787151	0.490692437	0.623643996	0.821721856	84658
ADGRE4P	ENSG00000268758_ADGRE4P	ENSG00000268758	326342	27.12497626	-0.559923921	0.80645396	-0.694303641	0.487491808	0.730797357	326342
ADGRE5	ENSG00000123146_ADGRE5	ENSG00000123146	976	2048.788419	-0.834234706	0.40535001	-2.058060158	0.039584359	0.19637428	976
ADGRF1	ENSG00000153292_ADGRF1	ENSG00000153292	266977	917.289257	-0.528761717	0.79977445	-0.661138546	0.508523467	0.747649365	266977
ADGRF2	ENSG00000164393_ADGRF2	ENSG00000164393	222611	28.02587739	2.792726108	0.995221921	2.806134038	0.005013983	0.057267094	222611
ADGRF3	ENSG00000173567_ADGRF3	ENSG00000173567	165082	145.1833812	-1.284882412	0.440207078	-2.918813612	0.003513662	0.045852049	165082
ADGRF4	ENSG00000153294_ADGRF4	ENSG00000153294	221393	439.9755068	2.143164873	0.49250678	4.351543899	1.35e-05	0.000797229	221393
ADGRF5	ENSG00000069122_ADGRF5	ENSG00000069122	221395	916.7015625	-0.871385811	0.498703265	-1.747303202	0.080584758	0.287970392	221395
ADGRG1	ENSG00000205336_ADGRG1	ENSG00000205336	9289	3512.137812	0.687385987	0.571253122	1.203294933	0.228862209	0.50969071	9289
ADGRG2	ENSG00000173698_ADGRG2	ENSG00000173698	10149	305.2599488	-0.764115083	0.474065242	-1.611835284	0.106997788	0.338565657	10149
ADGRG3	ENSG00000182885_ADGRG3	ENSG00000182885	222487	126.2454186	1.248747796	0.700132986	1.783586577	0.074490868	0.276114419	222487
ADGRG4	ENSG00000156920_ADGRG4	ENSG00000156920	139378	43.81707201	-2.784220398	1.204696237	-2.311138951	0.020825181	0.134733942	139378
ADGRG5	ENSG00000159618_ADGRG5	ENSG00000159618	221188	125.9808011	-1.301288998	0.635890513	-2.04640417	0.040716622	0.19940766	221188
ADGRG6	ENSG00000112414_ADGRG6	ENSG00000112414	57211	1731.665667	-1.018084761	0.570726268	-1.783840728	0.074449549	0.276066151	57211
ADGRG7	ENSG00000144820_ADGRG7	ENSG00000144820	84873	26.62417258	0.493208557	1.498331702	0.329171809	0.74202583	0.88766739	84873
ADGRL1	ENSG00000072071_ADGRL1	ENSG00000072071	22859	1394.677084	0.24066467	0.429410425	0.56045372	0.575169998	0.79314921	22859
ADGRL2	ENSG00000117114_ADGRL2	ENSG00000117114	23266	1736.736216	-0.576929807	0.526129296	-1.096555183	0.272835888	0.555329683	23266
ADGRL3	ENSG00000150471_ADGRL3	ENSG00000150471	23284	410.1262147	-0.420880396	0.809193508	-0.520123299	0.602977641	0.809378373	23284
ADGRL4	ENSG00000162618_ADGRL4	ENSG00000162618	64123	437.2214878	-1.026375148	0.531631676	-1.930613233	0.0535309	0.231335917	64123
ADGRV1	ENSG00000164199_ADGRV1	ENSG00000164199	84059	256.426477	-0.60551846	0.5589183	-1.083375621	0.278641732	0.561863876	84059
ADH1A	ENSG00000187758_ADH1A	ENSG00000187758	124	150.2586989	-1.385631573	0.718478899	-1.928562656	0.053785179	0.23165901	124
ADH1B	ENSG00000196616_ADH1B	ENSG00000196616	125	957.2046249	-2.421476707	1.013858028	-2.388378492	0.016922903	0.119946618	125
ADH1C	ENSG00000248144_ADH1C	ENSG00000248144	126	90.76389004	-1.334780992	0.992998059	-1.344192952	0.178886	0.445862317	126
ADH4	ENSG00000198099_ADH4	ENSG00000198099	127	199.6112834	-1.268890718	0.634294635	-2.000475249	0.04544897	0.212673805	127
ADH5	ENSG00000197894_ADH5	ENSG00000197894	128	2016.962375	0.293486427	0.243830261	1.203650548	0.228724673	0.509595395	128
ADH6	ENSG00000172955_ADH6	ENSG00000172955	130	204.3444498	-0.906898818	0.672589264	-1.348369452	0.177539584	0.44433193	130
ADH7	ENSG00000196344_ADH7	ENSG00000196344	131	295.0380375	2.821551059	1.566475725	1.801209565	0.071669855	0.270563262	131
ADHFE1	ENSG00000147576_ADHFE1	ENSG00000147576	137872	171.7400768	-1.078284034	0.529025622	-2.038245388	0.041525398	0.201622822	137872
ADI1	ENSG00000182551_ADI1	ENSG00000182551	55256	1028.935702	-0.061524158	0.345619697	-0.178011145	0.858714223	0.941568057	55256
